component_id,lot_id,device_type,parameter,unit,temperature_c,voltage_v,spec_min,spec_max,label,value_0h,value_24h,value_96h,value_168h,delta_0_24,relative_delta_0_24,slope_0_24,slope_24_96,slope_96_168,curvature_early,measurement_quality_missing_count,has_early_data,has_target_168h,peer_median_24h,peer_mad_24h,peer_robust_z_24h,peer_slope_median,peer_slope_mad,slope_robust_z,peer_percentile_24h,predicted_168h,prediction_interval_90,action,risk_score,reason_codes,explanation,early_slope
L02-C016,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.117144,10.23034,10.328075,10.660826,0.1131960000000003,0.011188533048457183,0.004716500000000012,0.0013574305555555573,0.004621541666666667,-0.0033590694444444553,0,True,True,10.470457,0.570160516800001,-0.42113929836398534,0.0014842708333333565,0.0069718647249999615,0.4636104247801041,0.39285714285714285,10.727004994673042,0.9794181456766013,PASS,0.186395,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.2303; predicted 168-hour value is 10.727 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.004716500000000012
L02-C028,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.766393,4.679206,4.820868,5.03345,-0.08718700000000013,-0.018292029213705232,-0.0036327916666666718,0.0019675277777777803,0.0029525277777777813,0.005600319444444452,0,True,True,4.7379195,0.3051198212999994,-0.1924276821802158,0.001570395833333312,0.00676093398750001,-0.7695959625726159,0.4642857142857143,4.915560819287198,0.9794181456766013,PASS,0.185565,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.67921; predicted 168-hour value is 4.91556 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.0036327916666666718
L02-C023,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.87271,4.757107,4.858451,4.873234,-0.11560299999999923,-0.023724580366982488,-0.004816791666666635,0.0014075555555555447,0.00020531944444445048,0.00622434722222218,0,True,True,4.7379195,0.3051198212999994,0.06288513121910436,0.001570395833333312,0.00676093398750001,-0.9447196958007479,0.5714285714285714,5.0287831048357345,0.9794181456766013,PASS,0.185421,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.75711; predicted 168-hour value is 5.02878 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.004816791666666635
L03-C011,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,3.127621,3.226024,3.375861,3.697608,0.0984029999999998,0.03146257171185377,0.004100124999999992,0.0020810694444444475,0.004468708333333331,-0.0020190555555555443,0,True,True,3.341222,0.5427309342000002,-0.21225618946855362,0.0010181041666666633,0.004231463949999997,0.728358050488255,0.39285714285714285,3.791726448384024,0.9794181456766013,PASS,0.182989,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 3.22602; predicted 168-hour value is 3.79173 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.004100124999999992
L02-C017,LOT-02,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.100287,10.116457,10.652674,10.837016,0.016170000000000684,0.0016009446068216363,0.0006737500000000285,0.007447458333333317,0.002560305555555568,0.006773708333333289,0,True,True,10.470457,0.570160516800001,-0.6208777871656345,0.0014842708333333565,0.0069718647249999615,-0.11625596096650205,0.25,10.428707344822817,0.9794181456766013,PASS,0.172696,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.1165; predicted 168-hour value is 10.4287 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0006737500000000285
L05-C011,LOT-05,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.095643,10.104386,10.214945,10.555939,0.008742999999999057,0.0008660171521515823,0.0003642916666666274,0.0015355416666666707,0.004736027777777781,0.0011712500000000434,0,True,True,10.3230955,0.4488764237999995,-0.48723766365027177,0.003383416666666713,0.010336656312500045,-0.29207946058427803,0.35714285714285715,10.423483416658064,0.9794181456766013,PASS,0.171677,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.1044; predicted 168-hour value is 10.4235 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0003642916666666274
L04-C010,LOT-04,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.06507,4.030803,4.391234,4.591286,-0.034267000000000714,-0.008429621138135557,-0.0014277916666666963,0.005005986111111114,0.002778500000000005,0.00643377777777781,0,True,True,4.0562214999999995,0.3065512715999997,-0.08291761396823322,0.0023232916666666528,0.0044775446624999915,-0.8377545320204511,0.39285714285714285,4.319574961432881,0.9794181456766013,PASS,0.171065,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.0308; predicted 168-hour value is 4.31957 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.0014277916666666963
L01-C010,LOT-01,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,9.875591,10.017353,10.16499,10.456996,0.14176199999999994,0.014354786462906366,0.005906749999999998,0.002050513888888883,0.004055638888888898,-0.003856236111111115,0,True,True,10.403443,0.5576970399000016,-0.6922934360010725,0.00595983333333335,0.005656396987500031,-0.009384654834280534,0.2857142857142857,10.56948599966692,0.9794181456766013,PASS,0.170917,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.0174; predicted 168-hour value is 10.5695 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.005906749999999998
L02-C018,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.672465,4.634777,4.659241,4.45687,-0.037688000000000166,-0.008065978022307319,-0.0015703333333333402,0.00033977777777777836,-0.0028107083333333252,0.0019101111111111185,0,True,True,4.7379195,0.3051198212999994,-0.33803933012463644,0.001570395833333312,0.00676093398750001,-0.46454072358544046,0.35714285714285715,4.879413870120991,0.9794181456766013,PASS,0.166249,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.63478; predicted 168-hour value is 4.87941 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.0015703333333333402
L04-C021,LOT-04,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,3.831424,3.87464,4.304957,4.689138,0.0432159999999997,0.011279357231149489,0.0018006666666666542,0.005976625000000001,0.005335847222222221,0.004175958333333347,0,True,True,4.0562214999999995,0.3065512715999997,-0.5923364762190072,0.0023232916666666528,0.0044775446624999915,-0.11672133711519389,0.2857142857142857,4.239483126410848,0.9794181456766013,PASS,0.165803,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 3.87464; predicted 168-hour value is 4.23948 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0018006666666666542
L05-C008,LOT-05,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.248216,4.353542,4.382689,4.738804,0.10532599999999981,0.02479299545974117,0.004388583333333325,0.0004048194444444449,0.004946041666666666,-0.0039837638888888804,0,True,True,4.429527,0.22635595499999983,-0.33568809797824956,0.0018850833333333334,0.005643362462500019,0.44361850167088807,0.35714285714285715,4.88528043087681,0.9794181456766013,PASS,0.161908,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.35354; predicted 168-hour value is 4.88528 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.004388583333333325
L01-C025,LOT-01,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.382798,4.474234,4.75135,4.934703,0.09143599999999985,0.02086247187299069,0.003809833333333327,0.0038488333333333382,0.0025465694444444364,3.900000000001125e-05,0,True,True,4.300483,0.3281772165000001,0.5294426037646649,0.0027300625000000007,0.006139724587499993,0.1758663304754185,0.6071428571428571,5.04711793023764,0.9794181456766013,PASS,0.161075,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.47423; predicted 168-hour value is 5.04712 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.003809833333333327
L05-C019,LOT-05,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.515321,4.487916,4.878815,5.367544,-0.0274049999999999,-0.006069335934255815,-0.001141874999999996,0.005429152777777779,0.006787902777777768,0.0065710277777777755,0,True,True,4.429527,0.22635595499999983,0.2579521267730733,0.0018850833333333334,0.005643362462500019,-0.5363749632328918,0.6428571428571429,4.842544753476261,0.9794181456766013,PASS,0.159602,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.48792; predicted 168-hour value is 4.84254 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.001141874999999996
L05-C005,LOT-05,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,9.984686,10.169927,10.453823,10.778821,0.18524099999999954,0.018552511315829016,0.007718374999999981,0.0039430000000000055,0.004513861111111122,-0.003775374999999976,0,True,True,10.3230955,0.4488764237999995,-0.3412264308812236,0.003383416666666713,0.010336656312500045,0.4193772340182226,0.4642857142857143,10.858201888781311,0.9794181456766013,PASS,0.158899,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.1699; predicted 168-hour value is 10.8582 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.007718374999999981
L05-C024,LOT-05,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.318712,4.327537,4.144973,4.132643,0.008825000000000749,0.0020434333199344503,0.00036770833333336456,-0.0025356111111111135,-0.0001712500000000055,-0.002903319444444478,0,True,True,4.429527,0.22635595499999983,-0.4505735225742123,0.0018850833333333334,0.005643362462500019,-0.2688778206402445,0.25,4.626806207580118,0.9794181456766013,PASS,0.158538,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.32754; predicted 168-hour value is 4.62681 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.00036770833333336456
L02-C003,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.695714,4.818239,4.988506,5.169642,0.12252500000000044,0.02609294347994798,0.005105208333333351,0.0023648194444444437,0.0025157777777777713,-0.0027403888888889076,0,True,True,4.7379195,0.3051198212999994,0.2632392076587783,0.001570395833333312,0.00676093398750001,0.5228290213357204,0.6785714285714286,5.497396380059384,0.9794181456766013,PASS,0.158457,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.81824; predicted 168-hour value is 5.4974 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.005105208333333351
L03-C028,LOT-03,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,3.560401,3.603605,3.762783,3.94737,0.0432039999999998,0.012134588210709917,0.0018001666666666583,0.002210805555555559,0.002563708333333328,0.0004106388888889009,0,True,True,3.341222,0.5427309342000002,0.4834495022598248,0.0010181041666666633,0.004231463949999997,0.1848207876141768,0.6785714285714286,4.085934100718795,0.9794181456766013,PASS,0.151444,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 3.6036; predicted 168-hour value is 4.08593 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0018001666666666583
L04-C019,LOT-04,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,9.356809,9.440481,9.881108,9.802654,0.08367199999999997,0.00894236485964392,0.003486333333333332,0.006119819444444434,-0.0010896388888888737,0.0026334861111111016,0,True,True,9.8027045,0.5954343990000007,-0.6083348570528259,0.0034223124999999874,0.008129806212499984,0.007874828951631037,0.32142857142857145,9.870094385954024,0.9794181456766013,PASS,0.150122,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 9.44048; predicted 168-hour value is 9.87009 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.003486333333333332
L02-C015,LOT-02,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.879642,4.900702,5.357838,5.561777,0.0210600000000003,0.00431589038704075,0.0008775000000000125,0.006349111111111114,0.0028324861111111124,0.005471611111111102,0,True,True,4.7379195,0.3051198212999994,0.53350352430873,0.001570395833333312,0.00676093398750001,-0.10248522387799729,0.75,5.374403890940879,0.9794181456766013,PASS,0.148859,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.9007; predicted 168-hour value is 5.3744 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0008775000000000125
L04-C025,LOT-04,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,defective,9.974284,9.971282,11.38603,12.963555,-0.0030020000000003932,-0.0003009739846990915,-0.00012508333333334973,0.01964927777777777,0.02191006944444444,0.019774361111111118,0,True,True,9.8027045,0.5954343990000007,0.28311683080976885,0.0034223124999999874,0.008129806212499984,-0.436344451590868,0.6785714285714286,10.393920677364722,0.9794181456766013,PASS,0.147748,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 9.97128; predicted 168-hour value is 10.3939 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.00012508333333334973
L04-C002,LOT-04,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,3.911373,4.053991,4.276237,4.697017,0.1426179999999997,0.03646238801566603,0.005942416666666654,0.0030867500000000023,0.0058441666666666624,-0.0028556666666666518,0,True,True,4.0562214999999995,0.3065512715999997,-0.00727610747904522,0.0023232916666666528,0.0044775446624999915,0.8082833947611143,0.5,4.767336471198734,0.9794181456766013,PASS,0.14727,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.05399; predicted 168-hour value is 4.76734 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.005942416666666654
L05-C022,LOT-05,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.328538,4.337642,4.359083,4.684782,0.009103999999999779,0.002103250566357458,0.00037933333333332414,0.0002977916666666704,0.004523597222222225,-8.154166666665376e-05,0,True,True,4.429527,0.22635595499999983,-0.40593144545280685,0.0018850833333333334,0.005643362462500019,-0.2668178785264414,0.2857142857142857,4.638986666053009,0.9794181456766013,PASS,0.147255,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.33764; predicted 168-hour value is 4.63899 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.00037933333333332414
L04-C015,LOT-04,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.021682,4.011817,4.225571,4.560477,-0.009865000000000457,-0.0024529537641216925,-0.0004110416666666857,0.002968805555555565,0.004651472222222212,0.0033798472222222506,0,True,True,4.0562214999999995,0.3065512715999997,-0.14485178863632475,0.0023232916666666528,0.0044775446624999915,-0.6106769534280092,0.35714285714285715,4.312407991448502,0.9794181456766013,PASS,0.14533,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.01182; predicted 168-hour value is 4.31241 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.0004110416666666857
L03-C020,LOT-03,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,8.985049,9.128868,9.249427,9.565691,0.14381900000000059,0.01600647920784857,0.005992458333333357,0.0016744305555555566,0.004392555555555535,-0.004318027777777801,0,True,True,9.170887,0.31588720379999996,-0.1330190001194338,0.0020607499999999814,0.006466668775000015,0.6079959357951447,0.5,9.735194244900521,0.9794181456766013,PASS,0.141955,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 9.12887; predicted 168-hour value is 9.73519 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.005992458333333357
L05-C026,LOT-05,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.176693,10.394549,10.916703,10.992338,0.21785599999999938,0.021407347160811413,0.009077333333333307,0.007252138888888895,0.0010504861111111127,-0.0018251944444444123,0,True,True,10.3230955,0.4488764237999995,0.15918300942407126,0.003383416666666713,0.010336656312500045,0.5508470529082969,0.5714285714285714,11.217368067290925,0.9794181456766013,PASS,0.138064,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.3945; predicted 168-hour value is 11.2174 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.009077333333333307
L04-C012,LOT-04,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,9.815306,9.971216,10.533839,10.752803,0.15591000000000044,0.015884374873284687,0.0064962500000000185,0.007814208333333338,0.0030411666666666625,0.0013179583333333194,0,True,True,9.8027045,0.5954343990000007,0.28300598736486343,0.0034223124999999874,0.008129806212499984,0.37810710608005615,0.6428571428571429,10.658279377764915,0.9794181456766013,PASS,0.137239,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 9.97122; predicted 168-hour value is 10.6583 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0064962500000000185
L05-C017,LOT-05,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.165826,10.387424,10.048965,10.378732,0.22159800000000018,0.021798327061667216,0.009233250000000007,-0.004700819444444424,0.004580097222222202,-0.013934069444444431,0,True,True,10.3230955,0.4488764237999995,0.14331004389898752,0.003383416666666713,0.010336656312500045,0.5659309119390119,0.5357142857142857,11.209774105688862,0.9794181456766013,PASS,0.136899,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.3874; predicted 168-hour value is 11.2098 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.009233250000000007
L05-C017,LOT-05,SYNTH-SPACE-ASIC-A,LeakageCurrent,uA,125.0,3.3,0.0,20.0,healthy,4.276949,4.382939,4.306702,4.083637,0.10599000000000025,0.02478168432684146,0.0044162500000000104,-0.001058847222222233,-0.0030981249999999885,-0.005475097222222243,0,True,True,4.429527,0.22635595499999983,-0.20581742592104496,0.0018850833333333334,0.005643362462500019,0.4485210162356586,0.42857142857142855,4.929884410262275,0.9794181456766013,PASS,0.131045,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 4.38294; predicted 168-hour value is 4.92988 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",0.0044162500000000104
L05-C022,LOT-05,SYNTH-SPACE-ASIC-A,Iddq,uA,125.0,3.3,0.0,50.0,healthy,10.308403,10.258767,10.319788,10.150895,-0.04963599999999957,-0.00481510084539764,-0.0020681666666666487,0.0008475138888888919,-0.0023457361111111196,0.0029156805555555407,0,True,True,10.3230955,0.4488764237999995,-0.1433100438989915,0.003383416666666713,0.010336656312500045,-0.5274029791181895,0.5,10.557563045802556,0.9794181456766013,PASS,0.129964,"[""WITHIN_CONFIGURED_RISK_POLICY""]","PASS: 24-hour value is 10.2588; predicted 168-hour value is 10.5576 ± 0.979418. The early measurements, peer-relative values, forecast, and uncertainty interval are within the configured policy.",-0.0020681666666666487
